"State.Abbreviation"	"St.FIPS"	"OoERMort"	"OoERFemale"	"OoERMale"	"OoERAge.20"	"OoERAge20_39"	"OoERAge40_64"	"OoERAge65plus"	"OoERAsian"	"OoERBlack"	"OoERNativeAmer"	"OoERWhite"	"OoERNotHispanic"	"OoERHispanic"	"OoERMort.SE"	"N.Female"	"N.Male"	"N.Age.20"	"N.Age20_39"	"N.Age40_64"	"N.Age65plus"	"N.Asian"	"N.Black"	"N.NativeAmer"	"N.White"	"N.NotHispanic"	"N.Hispanic"	"County.Population"	"Race.2.County"	"Race.3.County"	"Race.4.County"	"Hispanic.County"	"Age.County"	"County.Name"	"City.Names"	"Cities.Population"	"rev_general"	"own_source_rev"	"tax_income_indiv"	"tax_income_corp"	"tax_property"	"spending_general"	"spending_direct"	"education"	"social_services"	"public_welfare"	"health"	"hospitals"	"transportation"	"public_safety"	"envir_housing"	"PCI2005"	"Sub.HS.2000"	"HS.2000"	"Some.College.2000"	"College.2000"	"State"	"State.Total"	"State.EducationPrimSec"	"State.EducationPostSec"	"State.Welfare"	"State.HealthHospitals"	"State.Highways"	"State.Police"	"State.Other"	"State.X"	"State.Code2D"
"OH"	"OH049"	1.10786581459936	1.14405402476715	1.07229802473146	1.13243912083357	0.985328993046806	1.10441308784214	1.11807591515827	0.015618388440351	1.01996728755206	0.479635452894415	71.4873649184275	1.11128094753564	0.826339915039325	0.00375061041233209	6044355	5737797	3165665	3797189	3614588	1204710	533588	2692290	53091	8503183	11231109	551043	11782152	0.228505794187683	0.00450605288405717	0.0452878217833211	0.046769299869837	35.7159912297855	"Franklin"	"OH: Columbus"	738386	5359.65	3323.08	761.79	0	1381.96	5028.51	5366.97	1758.88	681.9	310.7	371.2	0	214.34	663.2	887.76	36235	14.3	27.1	26.8	31.8	"Ohio"	6801.821636	1666.589522	588.369338	1334.987595	613.4137405	384.6141432	229.5693569	1984.27794	NA	39
"OH"	"OH061"	1.09593888036147	1.20275764716406	0.998434501727554	1.23208643138971	1.14193896011539	1.06997136369523	1.09782983954714	0.00760175646892433	1.08905097508594	0.353016015456491	131.964515743829	1.09932933136614	0.56956365481062	0.00392736483516008	4174732	3857616	2134916	2168099	2637927	1091406	194105	2147525	26474	5664244	7827754	204594	8032348	0.267359556632755	0.00329592293560986	0.0241654121559474	0.025471256972432	38.0915775188027	"Hamilton"	"OH: Cincinnati"	312648	6420.6	4409.62	1028.7	0	1473.27	6772.91	8020.53	2281.14	636.64	246.21	390.43	0	207.63	903.34	1297.29	40571	17.3	27.8	25.8	29.2	"Ohio"	6801.821636	1666.589522	588.369338	1334.987595	613.4137405	384.6141432	229.5693569	1984.27794	NA	39
"OH"	"OH095"	1.14070098086626	1.21080808061587	1.07500635727479	1.04332157690365	1.14028554654277	1.18917774479053	1.12865262300291	0.00499071338992057	1.09308534731887	0.426638813559087	176.654747724304	1.13658584418988	1.36336933288266	0.00549086997504411	2269221	2132228	1183697	1172974	1448343	596435	79076	903708	21982	3396683	4130030	271419	4401449	0.205320566022689	0.00499426438884104	0.017965901683741	0.0616658286850535	38.0523189067964	"Lucas"	"OH: Toledo"	303500	5200.15	2780.33	628.6	0	1067.29	5154.5	5356.45	2059.47	729.65	352.71	376.94	0	128.52	600.83	596.19	31513	17.1	32.3	29.4	21.3	"Ohio"	6801.821636	1666.589522	588.369338	1334.987595	613.4137405	384.6141432	229.5693569	1984.27794	NA	39
"OH"	"OH113"	1.09858150421934	1.16025700488596	1.04071973838485	1.01853818309115	1.47223340163127	1.20779670449602	1.05517390642348	0.00618988386074377	1.05699830716143	0.333135786768548	162.009163757651	1.10146648564544	0.636125459186497	0.00463124423190187	2784393	2576519	1375101	1368253	1785977	831581	110900	1180510	19318	4050184	5236946	123966	5360912	0.220206934939428	0.00360349134624855	0.0206867786675103	0.0231240505346851	39.3427830936229	"Montgomery"	"OH: Dayton"	155637	6268.43	3907.75	859.05	0	1268.68	5953.09	6504.19	2044.48	596.58	365.3	231.28	0	676.95	892.34	737.75	32556	16.5	30.4	30.2	22.8	"Ohio"	6801.821636	1666.589522	588.369338	1334.987595	613.4137405	384.6141432	229.5693569	1984.27794	NA	39
"OH"	"OH153"	1.07700525117364	1.15502134065003	1.00426143873913	0.986568319692055	1.12741377430729	1.07822155484684	1.07651332845617	0.0071445512856408	1.03630388247682	0.323267913232727	163.809709749939	1.07946783670685	0.559894264021529	0.00460115825156974	2798631	2625038	1370187	1339299	1899805	814378	139971	834177	14879	4434642	5333771	89898	5423669	0.153803080534598	0.00274334587896127	0.0258074377326492	0.0165751265425674	39.6698486762374	"Summit"	"OH: Akron"	210354	5201.1	3063.31	645.77	0	1114.04	5286.81	5545.57	1995.07	769.95	267.27	441.54	61.15	335.17	563.38	485.15	34713	14.3	33.6	27	25.1	"Ohio"	6801.821636	1666.589522	588.369338	1334.987595	613.4137405	384.6141432	229.5693569	1984.27794	NA	39
"OK"	"OK109"	1.21627783587101	1.24410317168131	1.1891242182225	1.32550855606693	1.30928711626913	1.3463939685628	1.16572540960901	0.017321207260773	1.13987358420533	1.41824639332754	91.4623207185023	1.22310702587646	1.041243015295	0.00471407813053149	3728119	3562348	2037841	2136405	2229946	886275	262197	1248807	345758	5433705	6196219	1094248	7290467	0.171293142126561	0.047426042803568	0.0359643627767604	0.15009299129946	36.4419219646698	"Oklahoma"	"OK: Oklahoma"	530508	3680.07	2459.88	0	0	609.37	3395.58	3766.29	1359.98	7.14	4.96	2.18	0	366.99	583.21	502.67	37048	17.5	26	31.1	25.4	"Oklahoma"	5386.958846	1327.384879	705.9849287	1060.937886	365.4593632	372.8180461	176.5137039	1377.860039	NA	40
"OK"	"OK143"	1.19173070142941	1.24074969060689	1.14492449502117	1.3804465718651	1.32128818600522	1.27764920707959	1.15196528965509	0.011004394297136	1.26935969760768	1.40762191886989	138.45397362334	1.19808605396386	0.947493162971672	0.00508155678495449	3107122	2956222	1705770	1699785	1909031	748758	171514	730835	452164	4708831	5403871	659473	6063344	0.120533322866062	0.0745733707340372	0.0282870310508525	0.108763909816101	36.7951883482118	"Tulsa"	"OK: Tulsa"	383308	3884.51	2779.59	0	0	792.33	3897.23	4318.5	1422.6	229.87	87.52	142.35	0	235.68	475.71	569.15	41496	14.9	26.5	31.6	26.9	"Oklahoma"	5386.958846	1327.384879	705.9849287	1060.937886	365.4593632	372.8180461	176.5137039	1377.860039	NA	40
"OR"	"OR039"	1.00336174046674	0.995561246508797	1.0113741763544	0.985825220895874	1.01836324329671	1.02236186975005	0.998159582046432	0.00751636045669089	0.680404231055334	1.08080793604007	142.726891544144	1.00659351952537	0.829470725088428	0.00558978068567813	1788429	1732831	818282	986155	1166587	550236	116127	56043	62112	3286978	3258076	263184	3521260	0.0159156097533269	0.0176391405349222	0.0329788200814481	0.0747414277843726	39.8753346813357	"Lane"	"OR: Eugene"	144597	4303.36	2706.05	0	0	1302.33	4335.35	6341.09	1229.72	334.99	138.32	196.67	0	444.42	639.33	623.78	30674	12.5	25.9	36.2	25.5	"Oregon"	6566.558415	1355.330535	755.6272802	1053.413842	522.7404944	462.139122	251.7191123	2165.58803	NA	41
"OR"	"OR047"	1.04016686673325	1.04842639301911	1.03190854020006	1.05711406278678	1.01492196061474	1.06795531476091	1.03362809150962	0.0133393810468986	0.759932950423831	1.15348298470199	102.540243264877	1.04945596545392	0.879595953111866	0.00644378155328957	1585129	1578312	916546	849150	975095	422650	104404	56864	88354	2913819	2396970	766471	3163441	0.0179753629038759	0.0279297132457979	0.0330033024165774	0.24229027821287	37.0705407497722	"Marion"	"OR: Salem"	144619	3964.42	2195.06	0	0	1021.39	4071.74	4402.75	1522.42	324.02	9.74	314.28	0	309.42	585.59	448.79	27419	20.7	26.3	33.2	19.8	"Oregon"	6566.558415	1355.330535	755.6272802	1053.413842	522.7404944	462.139122	251.7191123	2165.58803	NA	41
"OR"	"OR051"	1.05272194956826	1.07397125815031	1.0320436650203	0.934767930522657	0.882255894081349	1.06525543443656	1.06291200571333	0.0448082380646022	0.999565867193216	1.17903512049766	27.1918406730398	1.05656274593909	0.911477386368624	0.00449532396481061	3741786	3657249	1672594	2484954	2424436	817051	597901	504425	133711	6162998	6607219	791816	7399035	0.0681744308548344	0.0180714106636879	0.0808079702285501	0.107016117642368	37.6645056416141	"Multnomah"	"OR: Portland"	536636	5431.24	3650.59	236.94	0	1546.65	5747.81	6387.37	1434.22	594.7	335.45	259.25	0	485.54	835.87	1194.64	36313	14.4	23	31.9	30.7	"Oregon"	6566.558415	1355.330535	755.6272802	1053.413842	522.7404944	462.139122	251.7191123	2165.58803	NA	41
"PA"	"PA003"	1.0360216736749	1.17754179398198	0.91316163378497	0.991489817780801	1.11562284587121	1.01477931464367	1.03892768265167	0.00512054353640503	1.10771158500747	0.547877427517403	160.055579572907	1.03835608687361	0.543435570151395	0.00280298799200301	6385756	5883938	2758366	3207970	4216065	2087293	387119	1708407	23951	10150217	12071003	198691	12269694	0.139237946765421	0.00195204542183367	0.0315508275919514	0.0161936393849757	41.0871126044382	"Allegheny"	"PA: Pittsburgh"	319871	6813.56	3731.19	500.31	0	1470.33	6375.75	7291.16	1964.46	905.94	359.53	490.13	56.28	317.11	579.47	1140.18	39082	13.7	33.9	24.1	28.3	"Pennsylvania"	7016.092623	1668.387605	525.820342	1640.206378	454.621329	544.8691123	191.9489895	1990.238868	NA	42
"PA"	"PA101"	1.15138488933101	1.23377644713785	1.07842429664911	1.18518924337333	1.30275753215842	1.31496883378107	1.08744350837216	0.043618953143091	1.12653185750534	0.405209713816219	29.817324138198	1.13716606565168	1.53971621043469	0.00302945676609782	8083334	7212379	3988096	4889569	4528087	1889961	1063097	7042514	144751	7045351	13377346	1918367	15295713	0.460424041690636	0.00946350130915767	0.0695029385030956	0.12541860585381	36.7213466936782	"112"	"PA: Philadelphia"	1492882	7461.29	3805.72	930.08	0	775.27	6558.72	8144.21	1588.32	1435.73	482.94	952.79	0	313.39	871.66	870.9	30588	28.8	33.3	20	17.9	"Pennsylvania"	7016.092623	1668.387605	525.820342	1640.206378	454.621329	544.8691123	191.9489895	1990.238868	NA	42
"RI"	"RI003"	1.02201988622003	1.17263208574183	0.893948476354568	1.00347058919952	1.02422798340355	0.952921334143856	1.03931250742266	0.00481330051634015	0.636190556983094	0.66032808581923	179.325718059106	1.02589458018726	0.579033124771571	0.00781580994337822	861802	799710	374576	392151	625790	268995	39558	34043	6495	1581416	1604766	56746	1661512	0.0204891689015788	0.00390909003365609	0.0238084347269234	0.0341532291069821	41.4324807765457	"Kent"	"RI: Warwick"	86411	3899.46	2987.76	0	0	2465.12	4035.46	4540.85	2149.12	29.77	29.77	0	0	92.56	471.22	361.69	39387	16.1	31.1	28	24.8	"Rhode Island"	7387.599774	1722.33303	483.2346364	1947.298289	248.4933272	352.4780975	272.8547938	2360.907599	NA	44
"RI"	"RI007"	1.01189062437634	1.15591536691013	0.888351834856995	0.958410539548102	0.899807590768469	1.01954013829199	1.01571739499923	0.0118637387020334	0.671768222101642	0.899217898594246	99.3802810013335	1.01637237210905	0.920760007259062	0.00428279203020091	3250811	3042516	1598803	1794040	2038978	861506	277359	757606	79466	5178896	5088471	1204856	6293327	0.120382430469607	0.0126270254191463	0.0440719193520375	0.191449768937797	38.2919921370684	"Providence"	"RI: Providence"	179924	4445.42	2177.11	0	0	1699.13	4175.94	4969.1	2096.18	1.31	0	1.31	0	33.56	536.33	645.47	33031	27.5	28.1	23.1	21.3	"Rhode Island"	7387.599774	1722.33303	483.2346364	1947.298289	248.4933272	352.4780975	272.8547938	2360.907599	NA	44
"SC"	"SC019"	0.976058108724127	0.97524236797511	0.976873855966071	1.01887493201101	1.08002437222403	0.948588385740356	0.977814283813497	0.00800277243670325	1.024472475216	0.578220746040511	132.103409983696	0.975726513824286	1.00578517136684	0.00574609312306239	1843747	1732425	848327	1106941	1148114	472790	60836	1087599	17060	2410677	3399132	177040	3576172	0.304123794940512	0.00477046406045347	0.0170114860247214	0.0495054488430646	38.1359520738935	"Charleston"	"SC: Charleston"	109047	5290.29	4120.87	0	0	1626.91	4164.03	4980.59	1404.23	117.36	21.88	95.48	0.01	182.31	688.74	954.16	36310	18.5	22.9	27.8	30.7	"South Carolina"	6557.921853	1496.106928	609.3877264	1211.748065	1035.263398	385.8101003	174.6376591	1644.967975	NA	45
"SC"	"SC079"	1.01762201979111	0.999513065290685	1.03597658300217	0.79036177114075	0.817788344945504	0.965120817383861	1.07051530946861	0.0149493980608764	0.995944529467202	0.407594124528875	72.8254766845403	1.01966720108697	0.867649121429567	0.0061408476333493	1980966	1870709	1050414	1242487	1163264	395510	106065	1835165	17251	1893194	3670699	180976	3851675	0.476458943187055	0.00447883063861826	0.027537370105214	0.0469863111503437	35.5556186594144	"Richland"	"SC: Columbia"	125737	3936.89	2745.24	0	0	1339.43	4260.78	4893.64	1586.94	37.41	0.26	37.15	0	203.58	579.21	948.95	32104	14.8	22.8	29.8	32.5	"South Carolina"	6557.921853	1496.106928	609.3877264	1211.748065	1035.263398	385.8101003	174.6376591	1644.967975	NA	45
"SD"	"SD099"	0.98208627349689	0.996922262984443	0.967849569085567	1.16700772683103	0.948958621700588	0.88631853471108	1.00808738390028	0.00446000487188339	0.567630090077581	1.74830367553682	243.637094463243	0.985655682905803	0.619038107672402	0.00876757908555833	862325	861561	477885	503370	544759	197872	33562	78655	49517	1562152	1650622	73264	1723886	0.0456265669539633	0.0287240571592321	0.0194688047817547	0.0424993300020999	36.4486178320376	"Minnehaha"	"SD: Sioux Falls"	135643	3536.85	2610.5	0	0	1161.15	3414.63	3811.5	1523.03	83.91	25.69	58.21	0	401.32	451.69	537.58	37832	11.5	30.8	31.7	26	"South Dakota"	5758.779254	1313.627589	546.5877835	960.6018365	272.7684196	819.9519531	167.4263984	1677.815274	NA	46
"SD"	"SD103"	0.872936833445063	0.851193762764812	0.895162214583761	1.37456172482805	1.02576607609531	0.89032696060548	0.850354967316311	0.00430246661813231	0.397769230994512	1.62471848662151	255.899307496433	0.87222798926903	0.935796833530917	0.0100603750225846	510283	508823	274781	269663	331445	143217	13820	17856	110837	876593	975253	43853	1019106	0.0175212392037727	0.108759049598373	0.0135609053425257	0.0430308525315325	38.1506354589218	"Pennington"	"SD: Rapid City"	62984	3413.88	2632.83	0	0	1108.15	3360.44	3572.94	990.82	96.12	12.84	83.28	0	485.35	497.93	593.01	35739	12.2	29.3	33.5	25	"South Dakota"	5758.779254	1313.627589	546.5877835	960.6018365	272.7684196	819.9519531	167.4263984	1677.815274	NA	46
"TN"	"TN037"	1.11955406527709	1.16039628509065	1.08074220153875	1.10166991869268	0.953843685169677	1.16597115121409	1.11639870892143	0.0135227764067205	1.0672477200827	0.439299150961591	86.6540252258772	1.12814517885737	0.727215394589603	0.00499224186365504	3281306	3073575	1564694	2154661	1956954	678572	227927	1831022	34349	4261583	5755703	599178	6354881	0.288128448038602	0.00540513661860859	0.0358664465943579	0.0942862659426667	36.4082472197355	"Davidson"	"TN: Nashville"	583013	3603.94	2494.04	0	0	1289.86	3967.12	6270.46	1360.36	400.55	66.98	87.57	245.99	119.36	644.81	538	39798	18.5	24.6	26.4	30.5	"Tennessee"	5668.132852	1167.512344	456.5862084	1441.72439	645.8925362	319.1839103	196.1014559	1441.132007	NA	47
"TN"	"TN065"	1.06696740962573	1.14525564227129	0.995063456984116	1.14974255613839	1.18153535947964	1.11309244727117	1.04619408750979	0.00602271104937937	1.07752356238814	0.380889245325056	158.785477657393	1.07117515542185	0.648952056854051	0.00588855991942234	1755298	1629263	825113	899747	1151208	508493	72189	697334	19920	2595118	3234517	150044	3384561	0.206033810588729	0.00588554911552783	0.0213289108986365	0.0443318941511174	39.5005841230222	"Hamilton"	"TN: Chattanooga"	159031	6322.3	4915.79	0	0	1407.27	6637.64	9864.56	1209.43	2098.49	121.07	96.04	1881.39	307.07	692.94	993.73	34886	19.3	27.2	29.6	23.9	"Tennessee"	5668.132852	1167.512344	456.5862084	1441.72439	645.8925362	319.1839103	196.1014559	1441.132007	NA	47
"TN"	"TN093"	1.15125286595119	1.2047740926242	1.10062117167079	1.02119504411936	1.1900116009114	1.27960771245387	1.11311274843245	0.00548123309031589	1.09862343553122	0.487222595272067	193.317265316266	1.15529312218668	0.711494079561927	0.00576976695971057	2231556	2108370	1081193	1251559	1422910	584264	96491	408226	17104	3818105	4191986	147940	4339926	0.0940628941599465	0.00394108102304049	0.0222333284023737	0.0340881388300169	38.2051454333553	"Knox"	"TN: Knoxville"	173867	4118.38	2864.71	0	0	1239.18	3846.78	7522.83	1210.55	120.07	36.46	83.61	0	129.55	639.4	812.7	33574	17.5	27.2	26.3	29	"Tennessee"	5668.132852	1167.512344	456.5862084	1441.72439	645.8925362	319.1839103	196.1014559	1441.132007	NA	47
"TN"	"TN157"	1.10786386943571	1.13427608056449	1.08233261337192	1.17266349586332	1.17157690169795	1.10232761625807	1.10181513014179	0.0146498154443254	1.15236146940091	0.475333519803902	75.7073387744919	1.11097691811237	0.864032042343067	0.00399521515451863	4861572	4434891	2709423	2607695	2990291	989054	243267	4954564	37186	4061446	8787764	508699	9296463	0.532951510698209	0.00400001592003324	0.0261676941004337	0.0547196283145536	35.9526925993251	"Shelby"	"TN: Memphis"	670802	5223.08	3529.47	0	0	1525.23	5324.27	8193.35	2231.44	542.32	50.51	68.56	423.24	243.11	874.64	428.6	36943	19.2	26.2	29.3	25.3	"Tennessee"	5668.132852	1167.512344	456.5862084	1441.72439	645.8925362	319.1839103	196.1014559	1441.132007	NA	47
"TX"	"TX029"	1.10916188582847	1.06180381730532	1.15854066607494	1.07366162060114	1.18171815272699	1.16785871389178	1.08622229116858	0.0131009822142236	0.924926464781934	0.335442258285357	86.1275895617413	1.0125145600512	1.26035813821966	0.00327610005906418	8846585	8523062	5200202	5169500	5159355	1840590	551631	1450385	234735	15132896	7176309	10193338	17369647	0.0835011212375243	0.01351409156444	0.031758331070286	0.586847735017298	35.1009357875839	"Bexar"	"TX: San Antonio"	1202840	4337.16	2783.77	0	0	1359.12	4505.64	6233.78	2132.45	605.55	78.35	71.49	455.71	152.23	447.39	525.32	31432	23.1	24.3	30	22.7	"Texas"	5761.252189	1589.634668	656.557654	851.1443634	479.5229616	434.2821399	201.2416036	1548.868798	NA	48
"TX"	"TX113"	1.03524832355806	1.00994445555759	1.06133517876559	1.06734905124982	1.00091239288181	1.02605671093143	1.04058346736005	0.0296073052479446	1.04421606474526	0.547349898480667	34.6204089839318	1.05513068884229	0.913761754417155	0.00271959571883163	12139891	11857872	7218611	7419753	7194737	2164662	1379825	5576271	287171	16754496	14860362	9137401	23997763	0.232366283474005	0.0119665737177253	0.0574980676323872	0.380760531721228	34.3418084427286	"Dallas"	"TX: Dallas,TX: Garland"	1391019	4886.3460693204	3970.70153703149	0	0	2003.84043240962	5620.59886742022	6652.50722236001	2080.32473224305	570.696250331592	10.0140330865358	62.1900125878942	498.490646173776	1082.21506975821	564.295343873808	647.538156919496	38037	25	21.7	26.3	27	"Texas"	5761.252189	1589.634668	656.557654	851.1443634	479.5229616	434.2821399	201.2416036	1548.868798	NA	48
"TX"	"TX141"	1.08886490043678	1.01920609258146	1.16323507307617	0.92908216138707	1.02243710056566	1.10436673172738	1.09542256302581	0.00918890356963379	0.753830211208087	0.800958057767781	140.864513051439	1.04436436791782	1.10817857806506	0.0050108985003017	4113791	3896427	2629551	2278799	2256175	845693	123766	304976	80570	7500906	1459470	6550748	8010218	0.0380733707871621	0.0100584029048897	0.0154510151908475	0.817798966270331	34.1303103735753	"El Paso"	"TX: El Paso"	590713	4113.32	2208.88	0	0	1059.36	4242.79	4636.86	2179.46	550.71	13.45	73.83	463.44	161.12	421.29	422.2	22950	34.2	22.5	26.6	16.6	"Texas"	5761.252189	1589.634668	656.557654	851.1443634	479.5229616	434.2821399	201.2416036	1548.868798	NA	48
"TX"	"TX201"	1.03291217107115	0.947606144884918	1.12738779686123	0.996587078065641	1.04886931778131	1.00780881319174	1.04503767560338	0.0470420178721214	1.03946495115374	0.301923110370296	21.5174429297912	1.05429742434706	0.939455408138038	0.00217018949367079	20863108	20650500	12663025	12824373	12515086	3511124	2873296	8244858	483202	29912252	24652861	16860747	41513608	0.19860615343287	0.0116396050181907	0.0692133528841916	0.40614988222657	34.0350477366361	"Harris"	"TX: Houston"	1991817	4723.07	3685.74	0	0	1951.32	4985.42	5582.24	1775.53	467.11	10.71	133.41	322.99	607.28	704.22	534.81	40005	25.4	21.6	26.1	26.9	"Texas"	5761.252189	1589.634668	656.557654	851.1443634	479.5229616	434.2821399	201.2416036	1548.868798	NA	48
"TX"	"TX303"	1.1987219244504	1.19208235105035	1.2053564343624	1.07592538388855	1.09820113474787	1.38094633577062	1.15711428735564	0.00582262375181458	1.22212065351623	0.392454134781994	188.305541172945	1.14459414059198	1.52095737013888	0.00802651590065703	1419350	1384132	805140	919407	762668	316267	68418	227009	31001	2477054	1898705	904777	2803482	0.080973945971474	0.0110580342588253	0.0244046510732011	0.322733300945039	34.8640123246734	"Lubbock"	"TX: Lubbock"	210643	4220.65	2935.94	0	0	1144.36	4315.28	6070.32	1540.18	1404.6	1.8	151.29	1251.51	131.15	409.05	309.21	27828	21.6	25.3	28.7	24.4	"Texas"	5761.252189	1589.634668	656.557654	851.1443634	479.5229616	434.2821399	201.2416036	1548.868798	NA	48
"TX"	"TX355"	1.16505848758572	1.0834792709569	1.25054352017166	1.09168678500027	1.28797320984763	1.35733838936496	1.10131049046146	0.00834607620627788	1.06846566014633	0.24776698759487	132.092034510239	1.0676630659794	1.30131537763765	0.00713298144016838	1745041	1686821	983438	949722	1077974	420728	72415	154883	30381	3174183	1338132	2093730	3431862	0.0451308939578573	0.00885262868961514	0.0211007901832883	0.610085720230009	36.6360198924083	"Nueces"	"TX: Corpus Christi"	286677	3654.82	2458.71	0	0	1309.27	3818.29	4469.81	1643.44	245.23	5.62	121.42	118.18	290.32	431.48	717.79	31042	25.6	25	30.6	18.8	"Texas"	5761.252189	1589.634668	656.557654	851.1443634	479.5229616	434.2821399	201.2416036	1548.868798	NA	48
"TX"	"TX439"	1.04253756969378	1.03008017099276	1.05542352318867	1.10520474659916	0.942965318068227	0.980010591384593	1.07392782881961	0.0248847563727697	0.940514937555651	0.370069643675086	45.011794685534	1.05403401514249	0.939038371428548	0.00312688266720099	9319568	8966083	5552390	5279831	5749287	1704143	991278	2901168	182361	14210844	13417226	4868425	18285651	0.158658174106024	0.00997290170308949	0.0542107032448558	0.266242913637584	34.7814876538987	"Tarrant"	"TX: Arlington,TX: Ft. Worth"	961279	3938.54267697515	2949.13682385655	0	0	1747.21428087995	3754.00579909683	4260.64283335015	1650.8470560368	408.101065289058	6.59018230919431	89.9445956480897	311.566287331774	223.353283646059	465.217412353749	406.942962657043	35950	18.7	23.5	31.2	26.6	"Texas"	5761.252189	1589.634668	656.557654	851.1443634	479.5229616	434.2821399	201.2416036	1548.868798	NA	48
"TX"	"TX453"	0.905208576289913	0.841887646221634	0.975508822910234	0.898423608640027	0.749679760158594	0.830955807774746	0.957241912320185	0.0212674180909079	0.902937053040256	0.271865592377923	34.8418483826542	0.890305899708715	0.987005658839005	0.00415386279814575	5204532	5297203	2782654	3800981	3115669	802431	693537	988798	147515	8671885	7010592	3491143	10501735	0.0941556799900207	0.0140467265647057	0.0660402304952467	0.332434878617676	34.264156970253	"Travis"	"TX: Austin"	696973	4322.41	3701.86	0	0	2128.54	4210.58	6369.94	1355.5	325.36	51.77	268.75	4.84	285.82	655.77	743.73	39863	15.3	17.3	26.7	40.6	"Texas"	5761.252189	1589.634668	656.557654	851.1443634	479.5229616	434.2821399	201.2416036	1548.868798	NA	48
"UT"	"UT035"	1.01390725102135	0.944593694820922	1.09060210549409	1.08358405978348	1.15404371250889	0.950137114063915	1.02219789203473	0.0321910162780035	0.775966990245602	1.40879546727945	44.2670232242588	1.01516290118706	0.995530381466902	0.00420213100778525	5166301	5223505	3275713	3320341	2864549	929203	577934	225549	152887	9433436	8631294	1758512	10389806	0.0217086825297797	0.0147150967015169	0.0556251002184256	0.169253593377971	33.4942614424177	"Salt Lake"	"UT: Salt Lake City"	179836	5451.57	4342.87	0	0	1545.23	5324.13	6139.02	1439.74	104.32	61.01	43.31	0	1107.58	655.34	1001.73	33096	13.2	24	35.4	27.4	"Utah"	5899.50926	1266.850686	888.3566429	838.3330234	456.2592387	382.7805376	214.8732219	1852.05591	NA	49
"UT"	"UT049"	0.929139610441773	0.863708974572392	1.00552963711303	0.947431704870617	0.87793487019091	0.746427198967839	0.993476485494642	0.0113232311832409	0.505411267387022	0.835265350931736	113.470572568916	0.93711891978964	0.76135365226338	0.00648765217314445	2583986	2605680	2037195	1786376	1017037	349058	141890	47106	46066	4954604	4637952	551714	5189666	0.00907688471666577	0.00887648646367608	0.0273408731891417	0.106310117067264	28.6932150354185	"Utah"	"UT: Provo"	104291	2318.9	1339.68	0	0	519.24	2595.3	3214.59	1037.02	120.85	6.18	114.66	0	93.41	301.53	487.96	24158	9.1	19.2	40.3	31.5	"Utah"	5899.50926	1266.850686	888.3566429	838.3330234	456.2592387	382.7805376	214.8732219	1852.05591	NA	49
"VA"	"VA550"	1.00632836180629	1.00134553625397	1.01150364898315	0.945675396292988	0.826889836101689	0.821403025263677	1.10553446921739	0.0183385632583638	0.893081418138375	0.422139928424002	55.0979604617826	1.01052059338485	0.684238143114279	0.00803598260561096	1153918	1096541	635604	590314	782259	242282	79002	694432	12052	1464973	2149006	101453	2250459	0.308573495451372	0.0053553519526461	0.035104838612923	0.0450810256929809	36.7540597273712	"136"	"VA: Chesapeake"	211927	4590.65	2676.7	0	0	1357.15	4396.48	4818.59	2065.86	502.36	132.29	244.12	125.95	330.01	624.25	304.65	35971	14.9	27.8	32.7	24.7	"Virginia"	6141.895354	1590.944959	643.6285362	888.4086996	539.0989039	390.2664672	213.3371519	1876.210637	NA	51
"VA"	"VA710"	1.14964657917108	1.1408045772293	1.15872469621189	1.20000678581751	0.786254723613381	1.25637784068964	1.14708716754429	0.0334623996008371	1.17149312613817	0.585041822598834	36.9373978479652	1.15297567601187	0.937221097074494	0.00827148088648463	1175022	1262523	612829	940728	650135	233853	98895	1098062	18043	1222545	2273943	163602	2437545	0.450478657829907	0.00740211975573784	0.0405715586789167	0.0671175301379051	34.4300665218488	"137"	"VA: Norfolk"	243836	5638.48	3308.87	0	0	982.17	5689.66	6211.6	1698	758.48	359.75	144.42	254.31	451.06	702.6	1288.02	34714	21.6	29.6	29.2	19.6	"Virginia"	6141.895354	1590.944959	643.6285362	888.4086996	539.0989039	390.2664672	213.3371519	1876.210637	NA	51
"VA"	"VA760"	1.08910810674264	1.13607228588089	1.04554000985936	1.23063781540553	1.05857582596521	1.21295831993073	1.03945333995419	0.0113866481446934	1.19919073324826	0.375980921993612	81.8766553412413	1.0885724051812	1.136306466342	0.00794546204690993	1090080	986049	482252	742856	616351	234670	55626	1096117	14121	910265	1952806	123323	2076129	0.527961894468022	0.00680160047858298	0.0267931327966615	0.0594004515133694	36.6823323598871	"138"	"VA: Richmond"	196878	6165.9	3515.6	0	0	1587.57	6161.05	8446.81	1920.48	868.32	496.8	315.05	56.47	330.78	878.83	1087.46	40562	24.8	23.6	22.1	29.5	"Virginia"	6141.895354	1590.944959	643.6285362	888.4086996	539.0989039	390.2664672	213.3371519	1876.210637	NA	51
